"acción","acción"
"animación","animación","dibujos animados","dibujitos","dibujos"
"aventuras","aventuras"
"bélico","bélico","guerra","de guerra"
"ciencia ficción","ciencia ficción","SciFi","Sci-Fi"
"cine negro","cine negro"
"comedia","comedia"
"desconocido","desconocido","sin género"
"documental","documental"
"drama","drama"
"fantástico","fantástico","fantástica"
"infantil","infantil"
"intriga","intriga","suspense"
"musical","musical"
"romance","romance","amor"
"serie de TV","serie de TV","serie","serie de televisión"
"terror","terror","miedo"
"thriller","thriller"
"western","western","oeste","del oeste"
"todos","todos","cualquiera"
